id,long,lat,name
484,-0.013258,51.528828,"Bromley High Street, Bow"
485,-0.048017,51.531127,"Old Ford Road, Bethnal Green"
486,-0.069543,51.525645,"Granby Street, Shoreditch"
487,-0.025626,51.511811,"Canton Street, Poplar"
488,-0.058681,51.506946,"Reardon Street, Wapping"
489,-0.064094,51.513074,"Christian Street, Whitechapel"
490,-0.065006,51.508622,"Pennington Street, Wapping"
494,-0.016251,51.50196,"South Quay East, Canary Wharf"
496,-0.015578,51.52512,"Devons Road, Bow"
498,-0.025296,51.527058,"Bow Road Station, Bow"
499,-0.021345,51.519265,"Furze Green, Bow"
501,-0.054883,51.522561,"Cephas Street, Bethnal Green"
504,-0.009506,51.496454,"St. John's Park, Cubitt Town"
505,-0.026768,51.520398,"Ackroyd Drive, Bow"
506,-0.075855,51.517475,"Bell Lane, Liverpool Street"
507,-0.059091,51.528692,"Clarkson Street, Bethnal Green"
508,-0.074431,51.519362,"Fournier Street, Whitechapel"
509,-0.090075,51.517842,"Fore Street, Guildhall"
510,-0.025996,51.509303,"Westferry DLR, Limehouse"
511,-0.053558,51.511066,"Sutton Street, Shadwell"
512,-0.06142,51.532091,"Pritchard's Road, Bethnal Green"
513,-0.055656,51.5142228,"Watney Market, Stepney"
514,-0.155525,51.516204,"Portman Square, Marylebone"
515,-0.211316,51.500088,"Russell Gardens, Olympia"
516,-0.014438,51.5112,"Chrisp Street Market, Poplar"
517,-0.033085,51.532513,"Ford Road, Old Ford"
518,-0.037471,51.528224,"Antill Road, Mile End"
519,-0.011662,51.518811,"Teviot Street, Poplar"
520,-0.047218,51.526041,"Bancroft Road, Bethnal Green"
521,-0.037366,51.534137,"Driffield Road, Old Ford"
522,-0.036017,51.525941,"Clinton Road, Mile End"
523,-0.013475,51.51549,"Langdon Park, Poplar"
524,-0.179668,51.511654,"Lancaster Gate , Bayswater"
526,-0.008428,51.503143,"Lancaster Drive, Blackwall"
527,-0.215808,51.503802,"Hansard Mews, Holland Park"
528,-0.145827,51.507326,"Clarges Street, Mayfair"
529,-0.170983,51.486892,"Manresa Road, Chelsea"
530,-0.012413,51.508896,"Newby Place, Poplar"
531,-0.042744,51.530326,"Twig Folly Bridge, Mile End"
532,-0.020068,51.50357,"Jubilee Plaza, Canary Wharf"
533,-0.069743,51.528222,"Wellington Row, Bethnal Green"
534,-0.066035,51.531864,"Goldsmith's Row, Haggerston"
535,-0.147154,51.537349,"Gloucester Avenue, Camden Town"
536,-0.06992,51.53385,"Queensbridge Road, Haggerston"
537,-0.067937,51.51793,"Old Montague Street, Whitechapel"
538,-0.00699,51.508981,"Naval Row, Blackwall"
539,-0.075901,51.531091,"Hoxton Station, Hoxton"
540,-0.144466,51.528302,"Albany Street, The Regent's Park"
541,-0.142844,51.506613,"Green Park Station, Mayfair"
542,-0.033828,51.514115,"Salmon Lane, Limehouse"
543,-0.204666,51.509591,"Lansdowne Walk, Ladbroke Grove"
544,-0.102208,51.526153,"Percival Street, Finsbury"
545,-0.145246,51.539957,"Arlington Road, Camden Town"
546,-0.107987,51.517428,"New Fetter Lane, Holborn"
547,-0.002275,51.509474,"East India DLR, Blackwall"
548,-0.107913,51.498386,"Westminster Bridge Road, Elephant & Castle"
549,-0.104193,51.49605,"Gaywood  Street, Elephant & Castle"
550,-0.039264,51.521564,"Harford Street, Mile End"
551,-0.016233,51.503447,"Montgomery Square, Canary Wharf"
552,-0.056667,51.511542,"Watney Street, Shadwell"
553,-0.062546,51.535678,"Regent's Row , Haggerston "
554,-0.005659,51.513548,"Aberfeldy Street, Poplar"
555,-0.219712,51.509424,"Westfield Eastern Access Road, Shepherd's Bush"
556,-0.021596,51.502661,"Heron Quays DLR, Canary Wharf"
557,-0.0985,51.51601,"King Edward Street, St Pauls"
558,-0.127554,51.493978,"Page Street, Westminster"
559,-0.205991,51.501391,"Abbotsbury Road, Holland Park"
560,-0.205921,51.511624,"Ladbroke Grove Central, Ladbroke Grove"
561,-0.043371,51.518369,"Rectory Square, Stepney"
562,-0.12335,51.51746,"Bury Place, Holborn"
563,-0.009152,51.499286,"Preston's Road, Cubitt Town"
564,-0.117619,51.509943,"Somerset House, Strand"
565,-0.063386,51.521905,"Selby Street, Whitechapel"
566,-0.224103,51.509158,"Westfield Ariel Way, White City"
568,-0.18697,51.51616,"Bishop's Bridge Road West, Bayswater"
569,-0.08299,51.53213,"Pitfield Street Central, Hoxton"
570,-0.017676,51.503083,"Upper Bank Street, Canary Wharf"
571,-0.218337,51.506256,"Westfield Southern Terrace ,Shepherd's Bush"
572,-0.141728,51.539099,"Greenland Road, Camden Town"
573,-0.18119,51.485587,"Limerston Street, West Chelsea"
574,-0.09315,51.53356,"Eagle Wharf Road, Hoxton"
576,-0.022793,51.497304,"Alpha Grove, Millwall"
577,-0.047548,51.528869,"Globe Town Market, Bethnal Green"
578,-0.057133,51.527607,"Hollybush Gardens, Bethnal Green"
579,-0.093051,51.511246,"Queen Street 2, Bank"
580,-0.102996299,51.48692917,"Doddington Grove, Kennington"
581,-0.147983,51.519167,"New Cavendish Street, Marylebone"
583,-0.125978,51.497622,"Abingdon Green, Westminster"
584,-0.19096,51.51244,"Ilchester Gardens, Bayswater"
586,-0.014582,51.490645,"Mudchute DLR, Cubitt Town"
587,-0.08497,51.50964,"Monument Street, Monument"
588,-0.0801,51.52959,"Hoxton Street, Hoxton"
589,-0.179369,51.487196,"Drayton Gardens, West Chelsea"
590,-0.16862,51.53256,"Greenberry Street, St.John's Wood"
591,-0.2242237,51.506093,"Westfield Library Corner, Shepherd's Bush"
592,-0.18377,51.5171,"Bishop's Bridge Road East, Bayswater"
593,-0.11934,51.531066,"Northdown Street, King's Cross"
594,-0.117774,51.513875,"Kingsway Southbound, Strand"
595,-0.21985,51.493267,"Hammersmith Road, Hammersmith"
596,-0.199783,51.472817,"Parson's Green , Parson's Green"
597,-0.20782,51.473471,"Fulham Park Road, Fulham"
598,-0.228188,51.494499,"Southerton Road, Hammersmith"
599,-0.223616,51.485743,"Manbre Road, Hammersmith"
600,-0.124642,51.481747,"South Lambeth Road, Vauxhall"
601,-0.225787,51.514767,"BBC White City, White City"
602,-0.133972,51.472993,"Union Grove, Wandsworth Road"
603,-0.116493,51.477839,"Caldwell Street, Stockwell"
604,-0.138535,51.538792,"St Martins Close, Camden Town"
605,-0.163667,51.520331,"Seymour Place, Marylebone"
606,-0.210941,51.504199,"Addison Road, Holland Park"
607,-0.210279,51.468814,"Putney Bridge Station, Fulham"
608,-0.216493,51.491093,"Colet Gardens, Hammersmith"
609,-0.157788279,51.46512358,"Sugden Road, Clapham"
610,-0.172078187,51.48256792,"Danvers Street, West Chelsea"
611,-0.208486599,51.50646524,"Princedale Road , Holland Park"
612,-0.141812513,51.46925984,"Wandsworth Rd, Isley Court, Wandsworth Road"
613,-0.217400093,51.50403821,"Woodstock Grove, Shepherd's Bush"
614,-0.144690541,51.47817208,"Bradmead, Battersea Park"
615,-0.215895601,51.4768851,"Finlay Street, Fulham"
616,-0.209973497,51.48102131,"Aintree Street, Fulham"
617,-0.207842908,51.47107905,"Elysium Place, Fulham"
618,-0.193254007,51.47625965,"Eel Brook Common, Walham Green"
619,-0.197010096,51.4737636,"Irene Road, Parsons Green"
620,-0.167160736,51.47518024,"Surrey Lane, Battersea"
621,-0.187427294,51.46086446,"Wandsworth Town Station, Wandsworth"
622,-0.205535908,51.50748124,"Lansdowne Road, Ladbroke Grove"
623,-0.180791784,51.46193072,"Nantes Close, Clapham Junction"
624,-0.132102704,51.4729184,"Courland Grove, Wandsworth Road"
625,-0.149551631,51.47761941,"Queen's Circus, Battersea Park"
626,-0.20481514,51.48438657,"Normand Park, West Kensington"
627,-0.158230901,51.4687905,"Holden Street, Battersea"
628,-0.184318843,51.46881971,"William Morris Way, Sands End"
629,-0.190184054,51.45995384,"Morie Street, Wandsworth"
630,-0.126994068,51.47073264,"Clarence Walk, Stockwell"
631,-0.141770709,51.4795017,"Battersea Park Road, Nine Elms"
632,-0.163041605,51.47053858,"Sheepcote Lane, Battersea"
633,-0.209378594,51.48959104,"Vereker Road North, West Kensington"
634,-0.215804559,51.49434708,"Brook Green South, Brook Green"
635,-0.214428378,51.48606206,"Greyhound Road, Hammersmith"
636,-0.193502076,51.46706414,"South Park, Sands End"
637,-0.174691623,51.45787019,"Spencer Park, Wandsworth Common"
638,-0.169821175,51.46663393,"Falcon Road, Clapham Junction"
639,-0.202038682,51.48357068,"Coomer Place, West Kensington"
640,-0.148059277,51.47286577,"Silverthorne Road, Battersea"
641,-0.117495865,51.49824168,"Archbishop's Park, Waterloo"
642,-0.174485792,51.46916161,"Fawcett Close, Clapham Junction"
643,-0.204764421,51.5190427,"All Saints' Road, Portobello"
644,-0.223852256,51.48373225,"Rainville Road, Hammersmith"
645,-0.100292412,51.50173215,"Great Suffolk Street, The Borough"
646,-0.137424571,51.49886563,"Buckingham Gate, Westminster"
647,-0.217515071,51.50035306,"Richmond Way, Shepherd's Bush"
648,-0.19627483,51.46904022,"Peterborough Road, Sands End"
649,-0.18027465,51.48180515,"World's End Place, West Chelsea"
650,-0.213872396,51.51687069,"St. Mark's Road, North Kensington"
651,-0.183853573,51.48089844,"Thorndike Close, West Chelsea"
652,-0.218190203,51.51148696,"Evesham Street, Avondale"
653,-0.17070367,51.47084722,"Simpson Street, Clapham Junction"
654,-0.117661574,51.48267821,"Ashmole Estate, Oval"
655,-0.219346128,51.48294452,"Crabtree Lane, Fulham"
656,-0.199135704,51.46841875,"Broomhouse Lane, Parsons Green"
657,-0.221791552,51.4996806,"Blythe Road West, Shepherd's Bush"
658,-0.16478637,51.47729232,"Ethelburga Estate, Battersea Park"
659,-0.174619404,51.46437067,"Grant Road West, Clapham Junction"
660,-0.206029743,51.49087074,"West Kensington Station, West Kensington"
661,-0.202608612,51.51632095,"All Saints Church, Portobello"
662,-0.167919869,51.48498496,"Phene Street, Chelsea"
663,-0.211593602,51.51323001,"Clarendon Road, Avondale"
664,-0.155442787,51.474376,"Austin Road, Battersea Park"
665,-0.191722864,51.46108367,"Smugglers Way, Wandsworth"
666,-0.208158259,51.49610093,"Olympia Way, Olympia"
667,-0.222293381,51.5015946,"Shepherd's Bush Road North, Shepherd's Bush"
668,-0.236769936,51.49422354,"Ravenscourt Park Station, Hammersmith"
669,-0.1232585,51.47614939,"Teversham Lane, Stockwell"
670,-0.152248582,51.46718562,"Ashley Crescent, Battersea"
671,-0.201968,51.475089,"Parsons Green Station, Parsons Green"
672,-0.173656546,51.4646884,"Grant Road Central, Clapham Junction"
673,-0.18038939,51.46517078,"Hibbert Street, Clapham Junction"
674,-0.11619105,51.53546778,"Carnegie Street, King's Cross"
675,-0.182126248,51.46348914,"Usk Road, Clapham Junction"
676,-0.126874471,51.47787084,"Hartington Road, Stockwell"
677,-0.146544642,51.46866929,"Heath Road, Battersea"
678,-0.211468596,51.46231278,"Esmond Street, Putney"
679,-0.170210533,51.47453545,"Orbel Street, Battersea"
680,-0.170329317,51.47768469,"Westbridge Road, Battersea"
681,-0.214749808,51.47303687,"Bishop's Avenue, Fulham"
682,-0.22660621,51.48810829,"Crisp Road, Hammersmith"
683,-0.163750945,51.46506424,"Dorothy Road, Clapham Junction"
684,-0.195197203,51.45475251,"Neville Gill Close, Wandsworth"
685,-0.198735357,51.46067005,"Osiers Road, Wandsworth"
686,-0.222456468,51.48814438,"Beryl Road, Hammersmith"
687,-0.21145598,51.49760804,"Maclise Road, Olympia"
688,-0.20066766,51.46095151,"Northfields, Wandsworth"
689,-0.180884959,51.45922541,"Spanish Road, Clapham Junction"
690,-0.152130083,51.47047503,"Stanley Grove, Battersea"
691,-0.195777222,51.47946386,"Erin Close, Walham Green"
692,-0.028941601,51.54211855,"Cadogan Close, Victoria Park"
693,-0.215618902,51.464786,"Felsham Road, Putney"
694,-0.216526155,51.46071722,"Putney Rail Station, Putney"
695,-0.102757578,51.53638435,"Islington Green, Angel"
696,-0.217995921,51.48728535,"Charing Cross Hospital, Hammersmith"
697,-0.112721065,51.53639219,"Charlotte Terrace, Angel"
698,-0.070329419,51.53908372,"Shoreditch Court, Haggerston"
699,-0.07023031,51.5366541,"Belford House, Haggerston"
700,-0.174347066,51.47696496,"Battersea Church Road, Battersea"
701,-0.176267008,51.47287627,"Vicarage Crescent, Battersea"
702,-0.065550321,51.52868155,"Durant Street, Bethnal Green"
703,-0.10534448,51.51505991,"St. Bride Street, Holborn"
704,-0.202802098,51.45682071,"Mexfield Road, East Putney"
705,-0.212145939,51.45971528,"Upper Richmond Road, Putney"
706,-0.083632928,51.50215353,"Snowsfields, London Bridge"
707,-0.215087092,51.49021762,"Barons Court Station, West Kensington"
708,-0.21614583,51.46161068,"Disraeli Road, Putney"
709,-0.215550761,51.46321128,"Montserrat Road , Putney"
710,-0.163347594,51.47439218,"Albert Bridge Road, Battersea Park"
711,-0.216305546,51.48335692,"Everington Street, Fulham"
712,-0.034903714,51.51854104,"Mile End Stadium, Mile End"
713,-0.14326094,51.54100708,"Hawley Crescent, Camden Town"
714,-0.137235175,51.47311696,"Stewart's Road, Wandsworth Road"
715,-0.049067243,51.51563007,"Aylward Street, Stepney"
716,-0.02356501,51.51542791,"Stainsby Road , Poplar"
717,-0.075885686,51.53658514,"Dunston Road , Haggerston"
718,-0.060291813,51.53571683,"Ada Street, Hackney Central"
719,-0.054162264,51.53642464,"Victoria Park Road, Hackney Central"
720,-0.205279052,51.48724429,"Star Road, West Kensington"
721,-0.026262677,51.53603947,"Wendon Street, Old Ford"
722,-0.058631453,51.52458353,"Finnis Street, Bethnal Green"
723,-0.190346493,51.46822047,"Stephendale Road, Sands End"
724,-0.184806157,51.45799126,"Alma Road, Wandsworth"
725,-0.138748723,51.47732253,"Thessaly Road North, Wandsworth Road"
726,-0.150908371,51.47505096,"Alfreda Street, Battersea Park"
727,-0.20587627,51.47569809,"Chesilton Road, Fulham"
728,-0.206240805,51.46199911,"Putney Bridge Road, East Putney"
729,-0.208485293,51.47893931,"St. Peter's Terrace, Fulham"
730,-0.229116862,51.49208492,"Bridge Avenue, Hammersmith"
731,-0.189210466,51.47727637,"Michael Road, Walham Green"
732,-0.087262995,51.50630441,"Duke Street Hill, London Bridge"
733,-0.150817316,51.50542628,"Park Lane, Mayfair"
734,-0.175407201,51.46230566,"Plough Terrace, Clapham Junction"
735,-0.17302926,51.46489445,"Grant Road East, Clapham Junction"
736,-0.216104479,51.50659035,"Queensdale Road, Shepherd's Bush"
737,-0.19411695,51.47993289,"Fulham Broadway, Walham Green"
738,-0.187278987,51.47514228,"Imperial Road, Sands End"
739,-0.185273723,51.48176572,"Hortensia Road, West Brompton"
740,-0.214594781,51.51092871,"Sirdar Road, Avondale"
741,-0.219486603,51.5129814,"Freston Road, Avondale"
742,-0.208565479,51.51510818,"Blenheim Crescent, Ladbroke Grove"
743,-0.212607684,51.46079243,"Oxford Road, Putney"
744,-0.172293499,51.46745485,"Ingrave Street, Clapham Junction"
745,-0.18243547,51.47816972,"Upcerne Road, West Chelsea"
746,-0.17903854,51.4795738,"Lots Road, West Chelsea"
747,-0.161765173,51.48796408,"Ormonde Gate, Chelsea"
748,-0.079201849,51.53727795,"Hertford Road, De Beauvoir Town"
749,-0.074284675,51.53932857,"Haggerston Road, Haggerston "
750,-0.157850096,51.4710956,"Culvert Road, Battersea"
751,-0.120909408,51.51612862,"Newton Street, Covent Garden"
752,-0.20600248,51.45816465,"Manfred Road, East Putney"
753,-0.234094148,51.49263658,"Hammersmith Town Hall, Hammersmith"
754,-0.214762686,51.5129006,"Grenfell Road, Avondale"
755,-0.174971902,51.48512191,"The Vale, West Chelsea"
756,-0.159169801,51.47515398,"Prince of Wales Drive, Battersea Park"
757,-0.187404506,51.48795853,"Harcourt Terrace, West Brompton"
758,-0.201005397,51.51787005,"Westbourne Park Road, Portobello"
759,-0.165668686,51.52456169,"Broadley Terrace, Marylebone"
760,-0.163795009,51.52526975,"Rossmore Road, Marylebone"
761,-0.211860644,51.48321729,"Humbolt Road, Fulham"
762,-0.129698963,51.50070305,"Storey's Gate, Westminster"
763,-0.032566533,51.52059714,"Mile End Park Leisure Centre, Mile End"
764,-0.16829214,51.46239255,"St. John's Road, Clapham Junction"
765,-0.20682737,51.46760141,"Ranelagh Gardens, Fulham"
766,-0.192165613,51.45752945,"Ram Street, Wandsworth"
767,-0.200806304,51.45705988,"Santos Road, Wandsworth"
768,-0.159322467,51.46134382,"Clapham Common North side, Clapham Common"
769,-0.191803,51.473611,"Sandilands Road, Walham Green"
770,-0.209121,51.491026,"Gwendwr Road, West Kensington"
771,-0.216016,51.509224,"Rifle Place, Avondale"
772,-0.122831913,51.47250956,"Binfield Road, Stockwell"
773,-0.107349,51.511891,"Tallis Street, Temple"
774,-0.20464,51.470131,"Hurlingham Park, Parsons Green"
775,-0.223868,51.496664,"Little Brook Green, Brook Green"
776,-0.167029,51.460333,"Abyssinia Close, Clapham Junction"
777,-0.165297857,51.46192307,"Limburg Road, Clapham Junction"
779,-0.077178979,51.514449,"Houndsditch, Aldgate"
780,-0.18316517,51.474665,Imperial Wharf Station
